GFFermiconstant,LamIn,LamSIN,LamhS,MS,Mh,O_chnl:~Ss ~Ss -> Wp Wm,O_chnl:~Ss ~Ss -> Z Z,O_chnl:~Ss ~Ss -> d3 D3,O_chnl:~Ss ~Ss -> e3 E3,O_chnl:~Ss ~Ss -> g g,O_chnl:~Ss ~Ss -> u2 U2,Omega_h2,Zbosonpolemass,alphasMZSMMSbar,h0 ->  BBAR B,h0 ->  CBAR C,h0 ->  DBAR D,h0 ->  E+ E-,h0 ->  GLUE GLUE,h0 ->  MU+ MU-,h0 ->  PHOT PHOT,h0 ->  SBAR S,h0 ->  TAU+ TAU-,h0 ->  UBAR U,h0 ->  W- W+,h0 ->  Z0 Z0,h0 ->  ss ss,mbmbSMMSbar,mtaupole,mtoppole,muS2,neutron_SD,neutron_SI,proton_SD,proton_SI,O_chnl:~Ss ~Ss -> h h
1.16637e-05,0.26,0.0,0.000359381366,40.0,125.548349,0.043509,0.0,0.779568,0.077612,0.051779,0.039538,2600.0,91.1887,0.1187,0.565537148,0.0266765634,5.8699385e-07,5.0924113e-09,0.0872021689,0.000227488323,0.00268132358,0.000211136479,0.0656654251,1.12306166e-07,0.226485183,0.0248283276,0.000484530784,4.18,1.77669,173.5,1578.21266,0.0,1.925e-12,0.0,1.877e-12,0.0
1.16637e-05,0.26,0.0,0.000383118685,39.9999999,125.548349,0.040273,0.0,0.782905,0.077948,0.051566,0.03971,2400.0,91.1887,0.1187,0.565499757,0.0266747996,5.8695504e-07,5.09207461e-09,0.0871964034,0.000227473282,0.0026811463,0.000211122519,0.0656610836,1.12298741e-07,0.226470209,0.0248266861,0.000550615225,4.18,1.77669,173.5,1576.77359,0.0,2.188e-12,0.0,2.134e-12,0.0
1.16637e-05,0.26,0.0,0.000408423865,40.0,125.548349,0.038801,0.0,0.78424,0.078081,0.051654,0.039778,2210.0,91.1887,0.1187,0.565457269,0.0266727955,5.8691094e-07,5.09169202e-09,0.087189852,0.000227456192,0.00268094486,0.000211106657,0.0656561502,1.12290304e-07,0.226453193,0.0248248208,0.000625707181,4.18,1.77669,173.5,1575.23948,0.0,2.486e-12,0.0,2.425e-12,0.0
1.16637e-05,0.26,0.0,0.000435400465,39.9999999,125.548349,0.03751,0.0,0.785412,0.078198,0.05173,0.039837,2030.0,91.1887,0.1187,0.565408991,0.0266705182,5.8686083e-07,5.0912573e-09,0.0871824078,0.000227436772,0.00268071596,0.000211088633,0.0656505446,1.12280717e-07,0.226433859,0.0248227012,0.000711032765,4.18,1.77669,173.5,1573.60403,0.0,2.826e-12,0.0,2.756e-12,0.0
1.16637e-05,0.26,0.0,0.000464158883,40.0,125.548349,0.034805,0.0,0.78825,0.078485,0.051502,0.039983,1860.0,91.1887,0.1187,0.565354134,0.0266679306,5.86803893e-07,5.09076334e-09,0.0871739493,0.000227414706,0.00268045588,0.000211068153,0.0656441751,1.12269823e-07,0.22641189,0.0248202929,0.000807984504,4.18,1.77669,173.5,1571.86057,0.0,3.211e-12,0.0,3.132e-12,0.0
1.16637e-05,0.26,0.0,0.000494816809,39.9999999,125.548349,0.032302,0.0,0.790887,0.078751,0.051279,0.040119,1710.0,91.1887,0.1187,0.565291805,0.0266649905,5.86739199e-07,5.0902021e-09,0.0871643385,0.000227389633,0.00268016036,0.000211044883,0.0656369379,1.12257445e-07,0.226386929,0.0248175565,0.000918143798,4.18,1.77669,173.5,1570.00194,0.0,3.65e-12,0.0,3.559e-12,0.0
1.16637e-05,0.26,0.0,0.000527499706,40.0,125.548349,0.03139,0.0,0.791715,0.078834,0.051332,0.040161,1560.0,91.1887,0.1187,0.565220987,0.02666165,5.86665693e-07,5.08956441e-09,0.0871534188,0.000227361147,0.0026798246,0.000211018444,0.0656287151,1.12243382e-07,0.226358567,0.0248144475,0.00104330635,4.18,1.77669,173.5,1568.02056,0.0,4.148e-12,0.0,4.045e-12,0.0
1.16637e-05,0.26,0.0,0.000562341325,40.0,125.548349,0.030589,0.0,0.792443,0.078906,0.051379,0.040198,1430.0,91.1887,0.1187,0.565140526,0.0266578546,5.8658218e-07,5.08883989e-09,0.0871410122,0.000227328781,0.00267944312,0.000210988405,0.0656193727,1.12227404e-07,0.226326345,0.024810915,0.00118551097,4.18,1.77669,173.5,1565.9083,0.0,4.714e-12,0.0,4.597e-12,0.0
1.16637e-05,0.26,0.0,0.00059948425,40.0000001,125.548349,0.029911,0.0,0.793079,0.07897,0.051419,0.040231,1310.0,91.1887,0.1187,0.565049113,0.0266535426,5.86487298e-07,5.08801676e-09,0.0871269169,0.00022729201,0.00267900971,0.000210954277,0.0656087585,1.12209251e-07,0.226289736,0.0248069018,0.00134707221,4.18,1.77669,173.5,1563.65653,0.0,5.357e-12,0.0,5.224e-12,0.0
1.16637e-05,0.26,0.0,0.000639080484,40.0,125.548349,0.0,0.0,0.822376,0.08195,0.047067,0.041752,1190.0,91.1887,0.1187,0.564945261,0.0266486439,5.86379506e-07,5.08708162e-09,0.0871109036,0.000227250235,0.00267851733,0.000210915505,0.0655967001,1.12188627e-07,0.226248145,0.0248023425,0.00153061726,4.18,1.77669,173.5,1561.25602,0.0,6.088e-12,0.0,5.937e-12,0.0
1.16637e-05,0.26,0.0,0.000681292069,40.0,125.548349,0.0,0.0,0.822828,0.081995,0.047075,0.041775,1090.0,91.1887,0.1187,0.564827283,0.0266430788,5.86257053e-07,5.08601928e-09,0.0870927123,0.000227202779,0.00267795797,0.000210871459,0.0655830016,1.12165199e-07,0.226200898,0.024797163,0.00173912765,4.18,1.77669,173.5,1558.69696,0.0,6.919e-12,0.0,6.747e-12,0.0
1.16637e-05,0.26,0.0,0.00072629175,40.0000001,125.548349,0.0,0.0,0.823204,0.082033,0.047097,0.041794,991.0,91.1887,0.1187,0.564693266,0.0266367572,5.86117951e-07,5.08481251e-09,0.0870720476,0.00022714887,0.00267732257,0.000210821426,0.0655674406,1.12138586e-07,0.226147227,0.0247912793,0.00197598643,4.18,1.77669,173.5,1555.96888,0.0,7.863e-12,0.0,7.668e-12,0.0
1.16637e-05,0.26,0.0,0.000774263683,40.0,125.548349,0.0,0.0,0.823536,0.082066,0.047116,0.041811,902.0,91.1887,0.1187,0.564541037,0.0266295765,5.85959946e-07,5.08344176e-09,0.087048575,0.000227087636,0.00267660082,0.000210764593,0.0655497651,1.12108355e-07,0.226086263,0.0247845962,0.00224503141,4.18,1.77669,173.5,1553.0606,0.0,8.936e-12,0.0,8.714e-12,0.0
1.16637e-05,0.26,0.0,0.000825404185,40.0,125.548349,0.0,0.0,0.823828,0.082095,0.047132,0.041826,819.0,91.1887,0.1187,0.564368134,0.0266214206,5.85780483e-07,5.08188485e-09,0.0870219145,0.000227018085,0.00267578106,0.000210700042,0.0655296891,1.1207402e-07,0.226017019,0.0247770054,0.0025506152,4.18,1.77669,173.5,1549.96023,0.0,1.016e-11,0.0,9.903e-12,0.0
1.16637e-05,0.26,0.0,0.000879922544,40.0000001,125.548349,0.0,0.0,0.824106,0.082123,0.04713,0.04184,744.0,91.1887,0.1187,0.564171765,0.0266121578,5.85576664e-07,5.08011663e-09,0.0869916356,0.000226939095,0.00267485003,0.00021062673,0.0655068883,1.12035024e-07,0.225938377,0.0247683843,0.00289767292,4.18,1.77669,173.5,1546.65508,0.0,1.154e-11,0.0,1.125e-11,0.0
1.16637e-05,0.26,0.0,0.000938041867,40.0,125.548349,0.0,0.0,0.824352,0.082148,0.047127,0.041853,674.0,91.1887,0.1187,0.563948765,0.0266016388,5.85345203e-07,5.07810861e-09,0.0869572504,0.000226849393,0.00267379274,0.000210543475,0.0654809954,1.1199074e-07,0.22584907,0.0247585941,0.00329179833,4.18,1.77669,173.5,1543.13162,0.0,1.312e-11,0.0,1.279e-11,0.0
1.16637e-05,0.26,0.0,0.001,40.0,125.548349,0.0,0.0,0.82455,0.082167,0.047138,0.041863,611.0,91.1887,0.1187,0.563695546,0.0265896945,5.85082377e-07,5.07582849e-09,0.0869182058,0.000226747536,0.00267259218,0.000210448939,0.0654515938,1.11940455e-07,0.225747662,0.0247474773,0.00373932945,4.18,1.77669,173.5,1539.37543,0.0,1.491e-11,0.0,1.454e-11,0.0
1.16637e-05,0.26,0.0,0.0010660505,40.0,125.548349,0.0,0.0,0.824798,0.082193,0.047084,0.041876,551.0,91.1887,0.1187,0.563408049,0.0265761331,5.84783972e-07,5.07323971e-09,0.0868738755,0.000226631889,0.0026712291,0.000210341605,0.065418212,1.11883363e-07,0.225632526,0.0247348555,0.00424744467,4.18,1.77669,173.5,1535.37115,0.0,1.694e-11,0.0,1.652e-11,0.0
1.16637e-05,0.26,0.0,0.00113646367,40.0,125.548349,0.0,0.0,0.824951,0.082209,0.047093,0.041884,499.0,91.1887,0.1187,0.563081675,0.0265607379,5.84445215e-07,5.07030085e-09,0.0868235507,0.000226500604,0.00266968169,0.000210219757,0.0653803161,1.11818551e-07,0.22550182,0.0247205269,0.00482427031,4.18,1.77669,173.5,1531.10238,0.0,1.925e-11,0.0,1.877e-11,0.0
1.16637e-05,0.26,0.0,0.00121152766,40.0,125.548349,0.0,0.0,0.825085,0.082222,0.0471,0.041891,445.0,91.1887,0.1187,0.562711221,0.0265432635,5.84060706e-07,5.06696508e-09,0.0867664291,0.000226351589,0.0026679253,0.000210081453,0.0653373021,1.11744985e-07,0.225353461,0.0247042632,0.00547900087,4.18,1.77669,173.5,1526.55166,0.0,2.188e-11,0.0,2.134e-11,0.0
1.16637e-05,0.26,0.0,0.00129154967,40.0,125.548349,0.0,0.0,0.825203,0.082234,0.047107,0.041897,403.0,91.1887,0.1187,0.562290804,0.0265234323,5.83624339e-07,5.06317941e-09,0.0867016037,0.000226182476,0.00266593202,0.000209924496,0.065288487,1.11661497e-07,0.225185094,0.024685806,0.00622203333,4.18,1.77669,173.5,1521.70036,0.0,2.486e-11,0.0,2.425e-11,0.0
1.16637e-05,0.26,0.0,0.00137685716,40.0,125.548349,0.0,0.0,0.825325,0.082246,0.047096,0.041903,364.0,91.1887,0.1187,0.561813779,0.0265009309,5.83129215e-07,5.05888401e-09,0.0866280494,0.000225990591,0.00266367035,0.000209746404,0.0652330987,1.11566768e-07,0.224994056,0.0246648635,0.00706511585,4.18,1.77669,173.5,1516.52863,0.0,2.826e-11,0.0,2.756e-11,0.0
1.16637e-05,0.26,0.0,0.00146779927,40.0,125.548349,0.0,0.0,0.825416,0.082255,0.047101,0.041908,328.0,91.1887,0.1187,0.561272638,0.0264754051,5.82567543e-07,5.05401128e-09,0.086544609,0.000225772916,0.00266110469,0.000209544375,0.065170266,1.11459306e-07,0.224777341,0.0246411062,0.00802151375,4.18,1.77669,173.5,1511.0153,0.0,3.211e-11,0.0,3.132e-11,0.0
1.16637e-05,0.26,0.0,0.00156474814,40.0,125.548349,0.0,0.0,0.825497,0.082263,0.047105,0.041912,296.0,91.1887,0.1187,0.560658916,0.0264464556,5.81930535e-07,5.04848498e-09,0.0864499769,0.000225526045,0.00265819491,0.000209315249,0.0650990057,1.11337431e-07,0.224531558,0.0246141625,0.00910619083,4.18,1.77669,173.5,1505.13782,0.0,3.65e-11,0.0,3.559e-11,0.0
1.16637e-05,0.26,0.0,0.00166810054,39.9999999,125.548349,0.0,0.0,0.825585,0.082273,0.047093,0.041917,267.0,91.1887,0.1187,0.559963069,0.0264136324,5.81208289e-07,5.04221919e-09,0.086342682,0.00022524614,0.00265489577,0.000209055464,0.0650182099,1.11199248e-07,0.224252887,0.0245836133,0.0103360109,4.18,1.77669,173.5,1498.87212,0.0,4.148e-11,0.0,4.045e-11,0.0
1.16637e-05,0.26,0.0,0.00177827941,40.0,125.548349,0.0,0.0,0.825646,0.082279,0.047096,0.04192,240.0,91.1887,0.1187,0.55917436,0.0263764287,5.80389655e-07,5.03511721e-09,0.086221068,0.00022492888,0.00265115634,0.000208761008,0.0649266316,1.11042624e-07,0.223937026,0.0245489872,0.0117299558,4.18,1.77669,173.5,1492.19258,0.0,4.714e-11,0.0,4.597e-11,0.0
1.16637e-05,0.26,0.0,0.00189573565,40.0,125.548349,0.0,0.0,0.825687,0.082283,0.047098,0.041922,215.0,91.1887,0.1187,0.558280713,0.0263342751,5.79462103e-07,5.02707032e-09,0.0860832734,0.000224569409,0.00264691938,0.000208427376,0.0648228688,1.1086516e-07,0.22357914,0.0245097541,0.0133093641,4.18,1.77669,173.5,1485.07184,0.0,5.357e-11,0.0,5.224e-11,0.0
1.16637e-05,0.26,0.0,0.00202094994,40.0,125.548349,0.0,0.0,0.825738,0.082288,0.047084,0.041925,193.0,91.1887,0.1187,0.557268577,0.0262865323,5.78411566e-07,5.01795648e-09,0.0859272086,0.000224162275,0.00264212065,0.000208049507,0.064705348,1.10664167e-07,0.223173802,0.0244653191,0.0150981868,4.18,1.77669,173.5,1477.48078,0.0,6.088e-11,0.0,5.937e-11,0.0
1.16637e-05,0.26,0.0,0.00215443469,40.0,125.548349,0.0,0.0,0.825925,0.08231,0.04692,0.041936,173.0,91.1887,0.1187,0.556122767,0.0262324841,5.77222283e-07,5.00763897e-09,0.0857505322,0.000223701371,0.00263668814,0.000207621733,0.0645723062,1.10436629e-07,0.222714931,0.0244150155,0.0171232606,4.18,1.77669,173.5,1469.38833,0.0,6.919e-11,0.0,6.747e-11,0.0
1.16637e-05,0.26,0.0,0.00229673618,40.0,125.548349,0.0,0.0,0.825925,0.08231,0.04692,0.041936,155.0,91.1887,0.1187,0.554826303,0.0261713295,5.75876631e-07,4.99596488e-09,0.0855506258,0.000223179866,0.00263054134,0.000207137714,0.0644217717,1.10179173e-07,0.222195725,0.0243580979,0.0194145975,4.18,1.77669,173.5,1460.76136,0.0,7.863e-11,0.0,7.668e-11,0.0
1.16637e-05,0.26,0.0,0.00244843675,40.0,125.548349,0.0,0.0,0.82594,0.082312,0.046905,0.041937,139.0,91.1887,0.1187,0.553360237,0.0261021747,5.74354942e-07,4.98276361e-09,0.085324568,0.000222590139,0.00262359043,0.000206590376,0.0642515445,1.09888037e-07,0.221608598,0.0242937344,0.0220056831,4.18,1.77669,173.5,1451.56458,0.0,8.936e-11,0.0,8.714e-11,0.0
1.16637e-05,0.26,0.0,0.00261015722,39.9999999,125.548349,0.0,0.0,0.82594,0.082312,0.046905,0.041937,124.0,91.1887,0.1187,0.551703485,0.0260240252,5.72635332e-07,4.96784529e-09,0.0850691074,0.000221923707,0.00261573544,0.000205971847,0.0640591763,1.09559033e-07,0.220945105,0.0242209993,0.0249337838,4.18,1.77669,173.5,1441.76034,0.0,1.016e-10,0.0,9.903e-11,0.0
1.16637e-05,0.26,0.0,0.0027825594,40.0,125.548349,0.0,0.0,0.82594,0.082312,0.046905,0.041937,111.0,91.1887,0.1187,0.549832649,0.0259357773,5.70693516e-07,4.95099924e-09,0.0847806366,0.00022117116,0.00260686544,0.000205273393,0.0638419505,1.09187517e-07,0.220195877,0.0241388655,0.0282402501,4.18,1.77669,173.5,1431.30854,0.0,1.154e-10,0.0,1.125e-10,0.0
1.16637e-05,0.26,0.0,0.00296634884,40.0,125.548349,0.0,0.0,0.82594,0.082312,0.046905,0.041937,99.1,91.1887,0.1187,0.547721855,0.0258362105,5.68502638e-07,4.93199249e-09,0.084455166,0.00022032209,0.00259685775,0.000204485354,0.0635968629,1.08768349e-07,0.219350551,0.024046197,0.0319708102,4.18,1.77669,173.5,1420.16638,0.0,1.312e-10,0.0,1.279e-10,0.0
1.16637e-05,0.26,0.0,0.00316227766,40.0,125.548349,0.0,0.0,0.825954,0.082314,0.046891,0.041938,88.5,91.1887,0.1187,0.545342605,0.0257239805,5.66033118e-07,4.9105684e-09,0.084088301,0.000219365032,0.00258557726,0.00020359709,0.0633206044,1.0829587e-07,0.218397713,0.0239417427,0.0361758342,4.18,1.77669,173.5,1408.28828,0.0,1.491e-10,0.0,1.454e-10,0.0
1.16637e-05,0.26,0.0,0.00337114768,40.0,125.548349,0.0,0.0,0.825954,0.082314,0.046891,0.041938,78.9,91.1887,0.1187,0.542663645,0.0255976131,5.63252517e-07,4.88644554e-09,0.0836752226,0.000218287416,0.00257287577,0.000202596932,0.063009546,1.07763873e-07,0.217324848,0.0238241304,0.0409105586,4.18,1.77669,173.5,1395.62563,0.0,1.694e-10,0.0,1.652e-10,0.0
1.16637e-05,0.26,0.0,0.00359381366,40.0,125.548349,0.0,0.0,0.825969,0.082316,0.046877,0.041939,70.3,91.1887,0.1187,0.539650879,0.0254555,5.60125446e-07,4.85931693e-09,0.0832106737,0.000217075525,0.00255859166,0.000201472152,0.0626597289,1.07165589e-07,0.216118302,0.0236918634,0.046235241,4.18,1.77669,173.5,1382.1266,0.0,1.925e-10,0.0,1.877e-10,0.0
1.16637e-05,0.26,0.0,0.00383118685,40.0,125.548349,0.0,0.0,0.825969,0.082316,0.046877,0.041939,62.7,91.1887,0.1187,0.536267338,0.0252958973,5.56613532e-07,4.82884963e-09,0.0826889535,0.00021571449,0.00254254962,0.000200208948,0.0622668605,1.06493674e-07,0.214763268,0.0235433184,0.0522152233,4.18,1.77669,173.5,1367.73595,0.0,2.188e-10,0.0,2.134e-10,0.0
1.16637e-05,0.26,0.0,0.00408423865,40.0,125.548349,0.0,0.0,0.825969,0.082316,0.046877,0.041939,55.8,91.1887,0.1187,0.53247321,0.0251169271,5.52675453e-07,4.7946852e-09,0.0821039236,0.000214188295,0.00252456091,0.000198792456,0.0618263183,1.05740224e-07,0.213243804,0.0233767479,0.0589208646,4.18,1.77669,173.5,1352.39479,0.0,2.486e-10,0.0,2.425e-10,0.0
1.16637e-05,0.26,0.0,0.00435400465,40.0,125.548349,0.0,0.0,0.825983,0.082317,0.046863,0.04194,49.7,91.1887,0.1187,0.528225979,0.0249165839,5.48267081e-07,4.75644076e-09,0.081449028,0.000212479839,0.00250442394,0.000197206803,0.0613331654,1.04896796e-07,0.211542881,0.0231902851,0.0664273091,4.18,1.77669,173.5,1336.04035,0.0,2.826e-10,0.0,2.756e-10,0.0
